    -1.50000000     0.00000000    -0.00000000
    -1.49900000     0.00000000    -0.00000000
    -1.49800000     0.00000000    -0.00000000
    -1.49700000     0.00000000    -0.00000000
    -1.49600000     0.00000000    -0.00000000
    -1.49500000     0.00000000    -0.00000000
    -1.49400000     0.00000000    -0.00000000
    -1.49300000     0.00000000    -0.00000000
    -1.49200000     0.00000000    -0.00000000
    -1.49100000     0.00000000    -0.00000000
    -1.49000000     0.00000000    -0.00000000
    -1.48900000     0.00000000    -0.00000000
    -1.48800000     0.00000000    -0.00000000
    -1.48700000     0.00000000    -0.00000000
    -1.48600000     0.00000000    -0.00000000
    -1.48500000     0.00000000    -0.00000000
    -1.48400000     0.00000000    -0.00000000
    -1.48300000     0.00000000    -0.00000000
    -1.48200000     0.00000000    -0.00000000
    -1.48100000     0.00000000    -0.00000000
    -1.48000000     0.00000000    -0.00000000
    -1.47900000     0.00000000    -0.00000000
    -1.47800000     0.00000000    -0.00000000
    -1.47700000     0.00000000    -0.00000000
    -1.47600000     0.00000000    -0.00000000
    -1.47500000     0.00000000    -0.00000000
    -1.47400000     0.00000000    -0.00000000
    -1.47300000     0.00000000    -0.00000000
    -1.47200000     0.00000000    -0.00000000
    -1.47100000     0.00000000    -0.00000000
    -1.47000000     0.00000000    -0.00000000
    -1.46900000     0.00000000    -0.00000000
    -1.46800000     0.00000000    -0.00000000
    -1.46700000     0.00000000    -0.00000000
    -1.46600000     0.00000000    -0.00000000
    -1.46500000     0.00000000    -0.00000000
    -1.46400000     0.00000000    -0.00000000
    -1.46300000     0.00000000    -0.00000000
    -1.46200000     0.00000000    -0.00000000
    -1.46100000     0.00000000    -0.00000000
    -1.46000000     0.00000000    -0.00000000
    -1.45900000     0.00000000    -0.00000000
    -1.45800000     0.00000000    -0.00000000
    -1.45700000     0.00000000    -0.00000000
    -1.45600000     0.00000000    -0.00000000
    -1.45500000     0.00000000    -0.00000000
    -1.45400000     0.00000000    -0.00000000
    -1.45300000     0.00000000    -0.00000000
    -1.45200000     0.00000000    -0.00000000
    -1.45100000     0.00000000    -0.00000000
    -1.45000000     0.00000000    -0.00000000
    -1.44900000     0.00000000    -0.00000000
    -1.44800000     0.00000000    -0.00000000
    -1.44700000     0.00000000    -0.00000000
    -1.44600000     0.00000000    -0.00000000
    -1.44500000     0.00000000    -0.00000000
    -1.44400000     0.00000000    -0.00000000
    -1.44300000     0.00000000    -0.00000000
    -1.44200000     0.00000000    -0.00000000
    -1.44100000     0.00000000    -0.00000000
    -1.44000000     0.00000000    -0.00000000
    -1.43900000     0.00000000    -0.00000000
    -1.43800000     0.00000000    -0.00000000
    -1.43700000     0.00000000    -0.00000000
    -1.43600000     0.00000000    -0.00000000
    -1.43500000     0.00000000    -0.00000000
    -1.43400000     0.00000000    -0.00000000
    -1.43300000     0.00000000    -0.00000000
    -1.43200000     0.00000000    -0.00000000
    -1.43100000     0.00000000    -0.00000000
    -1.43000000     0.00000000    -0.00000000
    -1.42900000     0.00000000    -0.00000000
    -1.42800000     0.00000000    -0.00000000
